Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,modularity_class,eigencentrality
ThankYouFromCat,ThankYouFromCat,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
RidgeCsi,RidgeCsi,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
mina_ferran,mina_ferran,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
Dubeyiti,Dubeyiti,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,674,0
AartiTikoo,AartiTikoo,,1,0,1,1,0,1,0,0,0,0,0,0,0.000038,674,0.000218
jorgeluiscorr13,jorgeluiscorr13,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,511,0
somriuremusical,somriuremusical,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
gumisaro,gumisaro,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,84,0
megan_lawton,megan_lawton,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,675,0
MelissaTherms,MelissaTherms,,1,0,1,1,0,1,0,0,0,0,0,0,0.000038,675,0.000218
Velerofs15,Velerofs15,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,676,0
juliussqsnt,juliussqsnt,,1,0,1,1,0,1,0,0,0,0,0,0,0.000038,676,0.000218
ELIBABA563142,ELIBABA563142,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,590,0
com3ntei,com3ntei,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,371,0
Doloresgarcian2,Doloresgarcian2,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,219,0
josealler2,josealler2,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,362,0
trocbe,trocbe,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,363,0
DiablaxOL,DiablaxOL,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,0.00002,677,0
vwrx27,vwrx27,,1,1,2,1,1,2,1,1,1,1,0,0,0.000038,677,0.000218
ahcorleafar,ahcorleafar,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.000764,0.00002,35,0
RuthynhaSilva,RuthynhaSilva,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.000764,0.00002,35,0
amir_theauthor,amir_theauthor,,0,1,1,0,1,1,1,1,1,0,0,0.000002,0.00002,453,0
Pedro43150262,Pedro43150262,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.000764,0.00002,35,0
Tictac_baldi_99,Tictac_baldi_99,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,678,0
Basic_99_Press,Basic_99_Press,,1,0,1,1,0,1,0,0,0,0,0,0,0.000038,678,0.000218
RutgervonBlume,RutgervonBlume,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
jmec_58,jmec_58,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
EyeGloArts,EyeGloArts,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,363,0
marisolfontanet,marisolfontanet,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
_aaaniss,_aaaniss,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,679,0
_mohaa69,_mohaa69,,1,0,1,1,0,1,0,0,0,0,0,0,0.000038,679,0.000218
Alfredo76234114,Alfredo76234114,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,680,0
aperezboix,aperezboix,,7,0,7,7,0,7,0,0,0,0,0,0,0.000141,680,0.001528
lonendelbassa,lonendelbassa,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
JosepMiro,JosepMiro,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
JaqMHSS,JaqMHSS,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
Llivia1064,Llivia1064,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,84,0
Rafa_eltorete,Rafa_eltorete,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,560,0
Botata92,Botata92,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,681,0
IsllamSadik,IsllamSadik,,1,0,1,1,0,1,0,0,0,0,0,0,0.000038,681,0.000218
karlafariak,karlafariak,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.000764,0.00002,35,0
dpf1977,dpf1977,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
HaroldoBezerra,HaroldoBezerra,,0,1,1,0,1,1,1,1,1,0,0,0.000036,0.00002,473,0
PiBartomeu,PiBartomeu,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
Kermitopi,Kermitopi,,0,1,1,0,1,1,2,0.6,0.666667,0,0,0,0.00002,725,0
XavimacuX,XavimacuX,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,682,0
Cat_apum,Cat_apum,,4,0,4,4,0,4,0,0,0,0,0,0,0.000089,682,0.000873
pointpointdo,pointpointdo,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,683,0
Bouteflikov,Bouteflikov,,1,0,1,1,0,1,0,0,0,0,0,0,0.000038,683,0.000218
mpb513,mpb513,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
lallumdelsol,lallumdelsol,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
Andriusmr76_bcn,Andriusmr76_bcn,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
RousseauCS,RousseauCS,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,52,0
marinekikita,marinekikita,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,684,0
laf2_laf,laf2_laf,,1,0,1,1,0,1,0,0,0,0,0,0,0.000038,684,0.000218
Sualora,Sualora,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,540,0
medicosgallegos,medicosgallegos,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
CDR_Nice,CDR_Nice,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
MaraDel33526558,MaraDel33526558,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,138,0
BlesaMercedes,BlesaMercedes,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,138,0
loloduhuitun,loloduhuitun,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,590,0
AlfonsoPosada13,AlfonsoPosada13,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,84,0
Antoniagalngal1,Antoniagalngal1,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,660,0
infosalut,infosalut,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,520,0
GuerreraMorada,GuerreraMorada,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
jrmartinezjusto,jrmartinezjusto,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,52,0
MelenDesign,MelenDesign,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,84,0
mila208488,mila208488,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
marofab,marofab,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
anaoromi,anaoromi,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,682,0
dylexic,dylexic,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,685,0
Corrriii_ville,Corrriii_ville,,1,0,1,1,0,1,0,0,0,0,0,0,0.000038,685,0.000218
BenetMateu,BenetMateu,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
noizpornoizzn,noizpornoizzn,,0,1,1,0,1,1,1,1,1,0,0,0.000194,0.00002,486,0
rositaladelcla1,rositaladelcla1,,0,1,1,0,3,3,1,1,1,0,0,0,0.00002,598,0
marclia,marclia,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,686,0
carmen_fol,carmen_fol,,1,0,1,1,0,1,0,0,0,0,0,0,0.000038,686,0.000218
Neus76324905,Neus76324905,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
amadeu_serra,amadeu_serra,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
SergiMarzal,SergiMarzal,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
PileteJosefine,PileteJosefine,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
PescotapaDiario,PescotapaDiario,,1,0,1,1,0,1,0,0,0,0,0.000076,0,0.000025,84,0.000218
jesuset58,jesuset58,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
xavi075OFx,xavi075OFx,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
VictoriaBonet,VictoriaBonet,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
AnaCreencia,AnaCreencia,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,235,0
Samuelwillsn,Samuelwillsn,,0,1,1,0,1,1,1,1,1,0,0,0.000002,0.00002,453,0
minakoarashi,minakoarashi,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,687,0
nataliaros86,nataliaros86,,1,0,1,1,0,1,0,0,0,0,0,0,0.000038,687,0.000218
ElFacho7,ElFacho7,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,0.00002,611,0
Matymen,Matymen,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,67,0
PradaXavi,PradaXavi,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
AMU_MAL9,AMU_MAL9,,0,1,1,0,2,2,1,1,1,0,0,0,0.00002,314,0
Joe_Street00937,Joe_Street00937,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,688,0
DominicJGM,DominicJGM,,1,0,1,1,0,1,0,0,0,0,0,0,0.000038,688,0.000218
PiscisblokyToni,PiscisblokyToni,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,689,0
LaSelenita,LaSelenita,,1,0,1,1,0,1,0,0,0,0,0,0,0.000038,689,0.000218
COSTAMARTA10,COSTAMARTA10,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,690,0
GobernoAlem,GobernoAlem,,1,0,1,1,0,1,0,0,0,0,0,0,0.000038,690,0.000218
joaolucioavotf,joaolucioavotf,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.000209,0.00002,486,0
marcjover1,marcjover1,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
Acivis,Acivis,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,680,0
XucrutCatala,XucrutCatala,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
macr1409,macr1409,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
sergim331,sergim331,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
GuasaTiene,GuasaTiene,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,560,0
ec_bsu,ec_bsu,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,540,0
efertiba,efertiba,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,84,0
ArantxaFernand4,ArantxaFernand4,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,691,0
purisarabia,purisarabia,,1,0,1,1,0,1,0,0,0,0,0,0,0.000038,691,0.000218
HorpheePandore,HorpheePandore,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,590,0
Florconespinas1,Florconespinas1,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
AlbertYarza,AlbertYarza,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
estelaoriente,estelaoriente,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
HY0NBY0N,HY0NBY0N,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,692,0
hojpg2,hojpg2,,1,0,1,1,0,1,0,0,0,0,0,0,0.000038,692,0.000218
morticiasre,morticiasre,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,671,0
Nana_et_loulou,Nana_et_loulou,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,590,0
Miquel17sol31,Miquel17sol31,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
MadianCoelho,MadianCoelho,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.000764,0.00002,35,0
kazzalee1,kazzalee1,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,597,0
GranadaRFAF,GranadaRFAF,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,693,0
RFAF,RFAF,,1,0,1,1,0,1,0,0,0,0,0,0,0.000038,693,0.000218
LabedeFlorence,LabedeFlorence,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,598,0
Cris_Hispana,Cris_Hispana,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,540,0
HBEBIER,HBEBIER,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
Flaromart,Flaromart,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,555,0
cristibrava,cristibrava,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
GARDELIANO100,GARDELIANO100,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,84,0
pablo11es5,pablo11es5,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,540,0
fuckleunardo,fuckleunardo,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.000764,0.00002,35,0
montca224,montca224,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
OstFF,OstFF,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,590,0
CaldracaCT,CaldracaCT,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,540,0
flians37,flians37,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
8enoit,8enoit,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,97,0
Momiva421,Momiva421,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
RosaCab40929676,RosaCab40929676,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,52,0
MariadelValleV8,MariadelValleV8,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,52,0
morangocomchan,morangocomchan,,0,1,1,0,1,1,1,1,1,0,0,0.000194,0.00002,486,0
AgusBN_nacat,AgusBN_nacat,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
LuigiMalevolo,LuigiMalevolo,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,104,0
FionaRider2,FionaRider2,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
sophiecoach2vie,sophiecoach2vie,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,590,0
Jayomar18,Jayomar18,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,52,0
ema17413676,ema17413676,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,52,0
xenia_torras,xenia_torras,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
hedisa44,hedisa44,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,694,0
xrzaragoza,xrzaragoza,,1,0,1,1,0,1,0,0,0,0,0,0,0.000038,694,0.000218
ferranbarbara53,ferranbarbara53,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
pere006,pere006,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
chariss38966001,chariss38966001,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,235,0
DanielaMariaFar,DanielaMariaFar,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
Tecnifood,Tecnifood,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,695,0
LolaFPaniagua,LolaFPaniagua,,1,0,1,1,0,1,0,0,0,0,0,0,0.000038,695,0.000218
Javi21498,Javi21498,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,696,0
TheWarrionVFO,TheWarrionVFO,,1,0,1,1,0,1,0,0,0,0,0,0,0.000038,696,0.000218
PingRoca,PingRoca,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
NriaFarrCuso,NriaFarrCuso,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
bielcapde6,bielcapde6,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
KishanLakhani,KishanLakhani,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,118,0
SweetPressSL,SweetPressSL,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,697,0
DulcesNoticias,DulcesNoticias,,1,0,1,1,0,1,0,0,0,0,0,0,0.000038,697,0.000218
cmolesgual,cmolesgual,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
SHEsteveRoures,SHEsteveRoures,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
ungarsympa_,ungarsympa_,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,698,0
Soror204,Soror204,,1,0,1,1,0,1,0,0,0,0,0,0,0.000038,698,0.000218
Llumperlalliber,Llumperlalliber,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,598,0
RonanHamel,RonanHamel,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,699,0
bearpmcrew,bearpmcrew,,2,0,2,2,0,2,0,0,0,0,0,0,0.000055,699,0.000437
FeliuGuillaumes,FeliuGuillaumes,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
Sintueldlagorra,Sintueldlagorra,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
jmocu,jmocu,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
_Amy777,_Amy777,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,671,0
Sandra88694622,Sandra88694622,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
balrian,balrian,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,52,0
commission_coi,commission_coi,,1,0,1,1,0,1,0,0,0,0,0,0,0.000052,630,0.000223
AlineFernandesI,AlineFernandesI,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,627,0
Josep_Huguet_,Josep_Huguet_,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
SuperVinil,SuperVinil,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
Saculto333,Saculto333,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,606,0
MoniJubells,MoniJubells,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
Benat_Oiarzabal,Benat_Oiarzabal,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
mauriliopasqui1,mauriliopasqui1,,0,1,1,0,1,1,3,0.5,0.583333,0,0,0.000003,0.00002,35,0
annarramos,annarramos,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
capellaMBL,capellaMBL,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,425,0
jvineta55,jvineta55,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
abusquets59,abusquets59,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
geikielita,geikielita,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,52,0
ManelMRaga,ManelMRaga,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
shanaohlala,shanaohlala,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,700,0
Maria59043110,Maria59043110,,1,0,1,1,0,1,0,0,0,0,0,0,0.000038,700,0.000218
Tictac_tactic,Tictac_tactic,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,701,0
IdleHeroesJP,IdleHeroesJP,,1,0,1,1,0,1,0,0,0,0,0,0,0.000038,701,0.000218
Persistirem7,Persistirem7,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
Almogaverperico,Almogaverperico,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
AnthonyBabkine,AnthonyBabkine,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,67,0
gcodqui,gcodqui,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
Fogel53108417,Fogel53108417,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,702,0
Gizer_Gaming,Gizer_Gaming,,1,0,1,1,0,1,0,0,0,0,0,0,0.000038,702,0.000218
LluisDeMar,LluisDeMar,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
PedroCanavate,PedroCanavate,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,52,0
madovi11957,madovi11957,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
tuvalormola,tuvalormola,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,680,0
sardo1951,sardo1951,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,590,0
1922cats,1922cats,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,597,0
GALPSER,GALPSER,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,52,0
Leoddrumond,Leoddrumond,,1,0,1,1,0,1,0,0,0,0,0.000013,0,0.000024,84,0.000228
CarmeFarre52,CarmeFarre52,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
juna_san1735,juna_san1735,,1,0,1,2,0,2,0,0,0,0,0,0,0.000026,15,0.000218
KaliYuga13,KaliYuga13,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
antoibarralo,antoibarralo,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,703,0
GrupoCosoltrans,GrupoCosoltrans,,1,0,1,1,0,1,0,0,0,0,0,0,0.000038,703,0.000218
zapurf,zapurf,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,704,0
javigarlopez,javigarlopez,,1,0,1,1,0,1,0,0,0,0,0,0,0.000038,704,0.000218
numeriquefrance,numeriquefrance,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,67,0
miverdadesp,miverdadesp,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,680,0
JBN1965,JBN1965,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,52,0
Montserrat1122,Montserrat1122,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
MetalPoisoning,MetalPoisoning,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,597,0
elisendallovet,elisendallovet,,2,0,2,2,0,2,0,0,0,0,0,0,0.000242,598,0.000508
RosaEscardo,RosaEscardo,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,682,0
EliaMuoz,EliaMuoz,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
blckskye,blckskye,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.000764,0.00002,35,0
marimarher,marimarher,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,52,0
LevalloisPierre,LevalloisPierre,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,699,0
GuillemCaldsbou,GuillemCaldsbou,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
HugoNaudin,HugoNaudin,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
BenignoLeira,BenignoLeira,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
EPallei,EPallei,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
IvairSilva65,IvairSilva65,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,427,0
Bessinha13H,Bessinha13H,,2,0,2,2,0,2,0,0,0,0,0,0,0.000042,427,0.000437
kel100a,kel100a,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
chitinas,chitinas,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,718,0
DasKorram,DasKorram,,0,1,1,0,1,1,1,1,1,0,0,0.000002,0.00002,453,0
isagueri,isagueri,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
CarmeLuCal,CarmeLuCal,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
ElPapideacero,ElPapideacero,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,705,0
karinnafar,karinnafar,,4,1,5,4,1,5,0,0,0,0,0,0,0.000072,705,0.000892
milagro99379150,milagro99379150,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,523,0
yolanda_r62,yolanda_r62,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
nmznuria,nmznuria,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
XPLENS,XPLENS,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
ColomeXavier,ColomeXavier,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
elisabethchaco1,elisabethchaco1,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
alive2,alive2,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
niwennn,niwennn,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,425,0
Caldodegalets,Caldodegalets,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,283,0
FxdomingoXavi,FxdomingoXavi,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
juli_saldanya,juli_saldanya,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
anc_argentona,anc_argentona,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
MeryAkva,MeryAkva,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
_silviaph,_silviaph,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
Masabel3,Masabel3,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
fgala75,fgala75,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,52,0
Queens60,Queens60,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
pepblai,pepblai,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
BalladaresEnric,BalladaresEnric,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
JuanpeUra,JuanpeUra,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
BernabeJcb,BernabeJcb,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,52,0
LucasSkywalke17,LucasSkywalke17,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
susanasegovia69,susanasegovia69,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,680,0
josmato,josmato,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
AlvaroSanchez23,AlvaroSanchez23,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,52,0
MeMagnan,MeMagnan,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,67,0
Zgur_,Zgur_,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,706,0
34occi34,34occi34,,1,0,1,1,0,1,0,0,0,0,0,0,0.000038,706,0.000218
jaumeramonsole,jaumeramonsole,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
Pac0Garcia,Pac0Garcia,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,552,0
AnthonyC_Eri,AnthonyC_Eri,,1,1,2,2,2,4,0,0,0,0,0,0,0.00002,707,0.000223
joseJim29925153,joseJim29925153,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,52,0
albertsolergil,albertsolergil,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
FernandoPache23,FernandoPache23,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
montarmat,montarmat,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
Christ_Jordan,Christ_Jordan,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,197,0
LilSam_kwabena,LilSam_kwabena,,0,1,1,0,1,1,1,1,1,0,0,0.000002,0.00002,453,0
xavijonama,xavijonama,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
fernand0lem0s,fernand0lem0s,,0,1,1,0,1,1,1,1,1,0,0,0.000008,0.00002,35,0
